,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Document Date,Quantity in L,SH_Customer No,state
47070,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2020-04,1.33,TO,T101,60407,Lady Baron WTP (TasWater),2020-03,992.5373134328358,55472,tas
47109,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2020-02,2.66,TO,T101,64655,Currie Cargoes Pty Ltd,2020-02,1985.0746268656717,55472,tas
47124,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2020-01,1.33,TO,T101,64655,Currie Cargoes Pty Ltd,2020-01,992.5373134328358,55472,tas
47127,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2020-01,1.33,TO,T101,60407,Lady Baron WTP (TasWater),2020-01,992.5373134328358,55472,tas
47134,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2020-01,1.33,TO,T101,64655,Currie Cargoes Pty Ltd,2020-01,992.5373134328358,55472,tas
47158,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2019-12,2.66,TO,T101,64655,Currie Cargoes Pty Ltd,2019-12,1985.0746268656717,55472,tas
47164,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2019-12,1.33,TO,T101,60407,Lady Baron WTP (TasWater),2019-11,992.5373134328358,55472,tas
47183,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2019-11,2.66,TO,T101,64655,Currie Cargoes Pty Ltd,2019-11,1985.0746268656717,55472,tas
47184,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2019-11,1.33,TO,T101,59536,Tas Water St Marys Depot,2019-11,992.5373134328358,55472,tas
47206,64868,Stornoway Maintenance Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2019-10,1.0,BOX,T101,64870,Stornoway Maintenance Pty Ltd,2019-10,1000.0,64868,tas
47210,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2019-10,1.33,TO,T101,61693,Tunbridge WTP,2019-10,992.5373134328358,55472,tas
47218,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2019-10,1.33,TO,T101,61154,Mole Creek WTP,2019-10,992.5373134328358,55472,tas
47235,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2019-09,1.0,BOX,T101,60407,Lady Baron WTP (TasWater),2019-09,1000.0,55472,tas
47243,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2019-09,2.66,TO,T101,64655,Currie Cargoes Pty Ltd,2019-08,1985.0746268656717,55472,tas
47244,64868,Stornoway Maintenance Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2019-09,3.0,BOX,T101,64870,Stornoway Maintenance Pty Ltd,2019-08,3000.0,64868,tas
47265,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2019-07,1.33,TO,T101,61693,Tunbridge WTP,2019-07,992.5373134328358,55472,tas
47277,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2019-07,3.99,TO,V305,64655,Currie Cargoes Pty Ltd,2019-06,2977.6119402985078,55472,tas
47301,46185,AETV Power Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2019-05,1.0,IBC,T101,46185,AETV Power Pty Ltd,2019-05,1000.0,46185,tas
47330,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2019-04,1.0,BOX,T101,60407,Lady Baron WTP (TasWater),2019-03,1000.0,55472,tas
47350,46185,AETV Power Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2019-03,2.66,TO,T101,46185,AETV Power Pty Ltd,2019-03,1985.0746268656717,46185,tas
47364,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2019-02,1.33,TO,T101,61693,Tunbridge WTP,2019-02,992.5373134328358,55472,tas
47381,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2019-01,1.0,BOX,T101,60407,Lady Baron WTP (TasWater),2019-01,1000.0,55472,tas
47388,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2019-01,1.33,TO,T101,49527,St Marys Water Treatment Plant,2019-01,992.5373134328358,55472,tas
47409,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-12,1.33,TO,T101,61693,Tunbridge WTP,2018-12,992.5373134328358,55472,tas
47416,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-11,1.0,BOX,T101,60407,Lady Baron WTP (TasWater),2018-11,1000.0,55472,tas
47445,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-09,1.33,TO,T101,61154,Mole Creek WTP,2018-09,992.5373134328358,55472,tas
47489,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-07,1.33,TO,T101,61693,Tunbridge WTP,2018-07,992.5373134328358,55472,tas
47490,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-07,1.33,TO,T101,59536,Tas Water St Marys Depot,2018-07,992.5373134328358,55472,tas
47501,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-07,1.33,TO,T101,60407,Lady Baron WTP (TasWater),2018-06,992.5373134328358,55472,tas
47543,46185,AETV Power Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-03,2.66,TO,T101,46185,AETV Power Pty Ltd,2018-03,1985.0746268656717,46185,tas
47550,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-03,1.33,TO,T101,60407,Lady Baron WTP (TasWater),2018-03,992.5373134328358,55472,tas
47560,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-02,1.33,TO,T101,49527,St Marys Water Treatment Plant,2018-01,992.5373134328358,55472,tas
47565,46185,AETV Power Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-02,2.66,TO,T101,46185,AETV Power Pty Ltd,2018-02,1985.0746268656717,46185,tas
47568,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-02,1.33,TO,T101,61693,Tunbridge WTP,2018-01,992.5373134328358,55472,tas
47582,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-01,1.33,TO,T101,60407,Lady Baron WTP (TasWater),2018-01,992.5373134328358,55472,tas
47587,46185,AETV Power Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-01,2.66,TO,T101,46185,AETV Power Pty Ltd,2018-01,1985.0746268656717,46185,tas
47598,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-12,1.33,TO,T101,59513,Scottsdale Depot,2017-12,992.5373134328358,55472,tas
47599,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-12,1.33,TO,T101,61154,Mole Creek WTP,2017-11,992.5373134328358,55472,tas
47601,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-11,1.33,TO,T101,49527,St Marys Water Treatment Plant,2017-11,992.5373134328358,55472,tas
47621,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-09,1.33,TO,T101,61693,Tunbridge WTP,2017-09,992.5373134328358,55472,tas
47623,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-09,1.33,TO,T101,60407,Lady Baron WTP (TasWater),2017-09,992.5373134328358,55472,tas
47641,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-06,1.33,TO,T101,49527,St Marys Water Treatment Plant,2017-05,992.5373134328358,55472,tas
47652,46185,AETV Power Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-05,2.66,TO,T101,46185,AETV Power Pty Ltd,2017-04,1985.0746268656717,46185,tas
47661,46185,AETV Power Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-04,2.66,TO,T101,46185,AETV Power Pty Ltd,2017-04,1985.0746268656717,46185,tas
47667,46185,AETV Power Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-03,1.33,TO,T101,46185,AETV Power Pty Ltd,2017-03,992.5373134328358,46185,tas
47669,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-03,1.33,TO,T101,60407,Lady Baron WTP (TasWater),2017-03,992.5373134328358,55472,tas
47677,46185,AETV Power Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-03,1.33,TO,T101,46185,AETV Power Pty Ltd,2017-02,992.5373134328358,46185,tas
47681,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-03,1.0,BOX,T101,61693,Tunbridge WTP,2017-03,1000.0,55472,tas
47685,46185,AETV Power Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-03,1.33,TO,T101,46185,AETV Power Pty Ltd,2017-02,992.5373134328358,46185,tas
47706,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-01,1.33,TO,T101,49527,St Marys Water Treatment Plant,2017-01,992.5373134328358,55472,tas
47717,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-01,1.33,TO,T101,60407,Lady Baron WTP (TasWater),2016-12,992.5373134328358,55472,tas
47751,46185,AETV Power Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-11,2.66,TO,T101,46185,AETV Power Pty Ltd,2016-11,1985.0746268656717,46185,tas
47784,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-09,2.66,TO,T101,61154,Mole Creek WTP,2016-09,1985.0746268656717,55472,tas
47791,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-09,1.33,TO,T101,49527,St Marys Water Treatment Plant,2016-09,992.5373134328358,55472,tas
47869,46185,AETV Power Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-05,1.33,TO,T101,46185,AETV Power Pty Ltd,2016-04,992.5373134328358,46185,tas
47880,46185,AETV Power Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-04,1.33,TO,T101,46185,AETV Power Pty Ltd,2016-04,992.5373134328358,46185,tas
47885,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-04,2.66,TO,T101,60407,Lady Baron WTP (TasWater),2016-03,1985.0746268656717,55472,tas
47898,46185,AETV Power Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-03,1.33,TO,T101,46185,AETV Power Pty Ltd,2016-03,992.5373134328358,46185,tas
47908,46185,AETV Power Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-03,1.33,TO,T101,46185,AETV Power Pty Ltd,2016-03,992.5373134328358,46185,tas
47915,46185,AETV Power Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-02,1.33,TO,T101,46185,AETV Power Pty Ltd,2016-02,992.5373134328358,46185,tas
47924,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-02,1.33,TO,T101,59536,Tas Water St Marys Depot,2016-02,992.5373134328358,55472,tas
47928,46185,AETV Power Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-02,2.66,TO,T101,46185,AETV Power Pty Ltd,2016-01,1985.0746268656717,46185,tas
47987,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-11,1.33,TO,V305,59536,Tas Water St Marys Depot,2015-10,992.5373134328358,55472,tas
48047,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-06,1.33,TO,V305,49527,St Marys Water Treatment Plant,2015-06,992.5373134328358,55472,tas
48126,55472,Tas Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2014-12,1.33,TO,V305,49526,Scamander WTP,2014-12,992.5373134328358,55472,tas
48813,46185,AETV Power Pty Ltd,PAC23-1330,Return of full IBC,,0.001,TO,T101,46593,AETV POWER STATION,2013-05,0.746268656716418,46185,tas
48956,55472,Tas Water,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2021-04,1.33,TO,V305,65662,SeaRoad Logistics,2021-04,992.5373134328358,55472,tas
48977,55472,Tas Water,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2021-03,1.0,BOX,T101,60407,Lady Baron WTP (TasWater),2021-03,1000.0,55472,tas
48987,55472,Tas Water,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2021-03,3.99,TO,T101,64655,Currie Cargoes Pty Ltd,2021-02,2977.6119402985078,55472,tas
48993,55472,Tas Water,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2021-02,2.0,IBC,T101,38732,Bothwell WTP,2021-02,2000.0,55472,tas
49000,55472,Tas Water,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2021-02,1.33,TO,T101,59536,Tas Water St Marys Depot,2021-02,992.5373134328358,55472,tas
49013,55472,Tas Water,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2021-02,1.33,TO,T101,61693,Tunbridge WTP,2021-01,992.5373134328358,55472,tas
49037,55472,Tas Water,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2020-12,3.0,IBC,T101,9640,Risdon Brook Chemical Store,2020-12,3000.0,55472,tas
49039,55472,Tas Water,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2020-12,2.66,TO,T101,38732,Bothwell WTP,2020-12,1985.0746268656717,55472,tas
49059,55472,Tas Water,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2020-12,1.33,TO,T101,38732,Bothwell WTP,2020-11,992.5373134328358,55472,tas
49062,55472,Tas Water,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2020-12,2.66,TO,T101,60407,Lady Baron WTP (TasWater),2020-11,1985.0746268656717,55472,tas
49064,55472,Tas Water,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2020-11,2.66,TO,T101,64655,Currie Cargoes Pty Ltd,2020-11,1985.0746268656717,55472,tas
49070,55472,Tas Water,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2020-11,1.33,TO,T101,38732,Bothwell WTP,2020-11,992.5373134328358,55472,tas
49093,55472,Tas Water,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2020-10,1.33,TO,T101,38732,Bothwell WTP,2020-10,992.5373134328358,55472,tas
49095,55472,Tas Water,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2020-10,1.33,TO,T101,59536,Tas Water St Marys Depot,2020-10,992.5373134328358,55472,tas
49098,55472,Tas Water,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2020-10,1.33,TO,T101,61693,Tunbridge WTP,2020-10,992.5373134328358,55472,tas
49109,64868,Stornoway Maintenance Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2020-09,1.33,TO,V305,64870,Stornoway Maintenance Pty Ltd,2020-09,992.5373134328358,64868,tas
49110,55472,Tas Water,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2020-09,5.32,TO,T101,64655,Currie Cargoes Pty Ltd,2020-09,3970.1492537313434,55472,tas
49111,55472,Tas Water,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2020-09,1.33,TO,T101,61154,Mole Creek WTP,2020-09,992.5373134328358,55472,tas
49117,64868,Stornoway Maintenance Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2020-09,1.33,TO,T101,64870,Stornoway Maintenance Pty Ltd,2020-09,992.5373134328358,64868,tas
49118,64868,Stornoway Maintenance Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2020-09,7.98,TO,V305,64870,Stornoway Maintenance Pty Ltd,2020-09,5955.2238805970155,64868,tas
49124,55472,Tas Water,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2020-09,2.66,TO,T101,64655,Currie Cargoes Pty Ltd,2020-09,1985.0746268656717,55472,tas
49137,55472,Tas Water,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2020-08,5.32,TO,V305,65662,SeaRoad Logistics,2020-08,3970.1492537313434,55472,tas
49433,55472,Tas Water,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2017-07,1.33,TO,V305,60407,Lady Baron WTP (TasWater),2017-06,992.5373134328358,55472,tas
49693,46185,AETV Power Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2014-05,1.33,TO,T101,46593,AETV POWER STATION,2014-05,992.5373134328358,46185,tas
49695,55472,Tas Water,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2014-05,1.33,TO,T101,49526,Scamander WTP,2014-05,992.5373134328358,55472,tas
49696,46185,AETV Power Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2014-05,1.33,TO,T101,46593,AETV POWER STATION,2014-05,992.5373134328358,46185,tas
49708,46185,AETV Power Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2014-03,2.66,TO,T101,46593,AETV POWER STATION,2014-03,1985.0746268656717,46185,tas
49714,46185,AETV Power Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2014-02,1.33,TO,T101,46593,AETV POWER STATION,2014-02,992.5373134328358,46185,tas
49715,46185,AETV Power Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2014-02,1.33,TO,T101,46593,AETV POWER STATION,2014-02,992.5373134328358,46185,tas
49724,46185,AETV Power Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2014-01,1.0,BOX,T101,46593,AETV POWER STATION,2014-01,1000.0,46185,tas
49728,46185,AETV Power Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2014-01,1.33,TO,T101,46593,AETV POWER STATION,2013-12,992.5373134328358,46185,tas
49732,46185,AETV Power Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2013-12,1.33,TO,T101,46593,AETV POWER STATION,2013-12,992.5373134328358,46185,tas
49774,46185,AETV Power Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2013-04,1.33,TO,T101,46593,AETV POWER STATION,2013-04,992.5373134328358,46185,tas
49777,46185,AETV Power Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2013-04,1.33,TO,T101,46593,AETV POWER STATION,2013-03,992.5373134328358,46185,tas
49778,46185,AETV Power Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2013-03,1.33,TO,T101,46593,AETV POWER STATION,2013-03,992.5373134328358,46185,tas
49779,46185,AETV Power Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2013-03,1.33,TO,T101,46593,AETV POWER STATION,2013-03,992.5373134328358,46185,tas
49780,46185,AETV Power Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2013-03,1.33,TO,T101,46593,AETV POWER STATION,2013-03,992.5373134328358,46185,tas
49781,47805,Ben Lomond Water,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2013-03,1.33,TO,T101,49526,Scamander WTP,2013-03,992.5373134328358,47805,tas
49784,46185,AETV Power Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2013-02,1.33,TO,T101,46593,AETV POWER STATION,2013-02,992.5373134328358,46185,tas
49786,46185,AETV Power Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2013-02,1.33,TO,T101,46593,AETV POWER STATION,2013-02,992.5373134328358,46185,tas
49787,46185,AETV Power Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2013-01,1.33,TO,T101,46593,AETV POWER STATION,2013-01,992.5373134328358,46185,tas
49790,46185,AETV Power Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2013-01,1.33,TO,T101,46593,AETV POWER STATION,2013-01,992.5373134328358,46185,tas
49791,46185,AETV Power Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2013-01,1.33,TO,T101,46593,AETV POWER STATION,2013-01,992.5373134328358,46185,tas
49797,46185,AETV Power Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2012-12,2.66,TO,T101,46593,AETV POWER STATION,2012-11,1985.0746268656717,46185,tas
49900,46185,AETV Power Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,,1.33,TO,T101,46593,AETV POWER STATION,2013-01,992.5373134328358,46185,tas
49901,46185,AETV Power Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,,1.33,TO,T101,46593,AETV POWER STATION,2013-01,992.5373134328358,46185,tas
49902,46185,AETV Power Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,,2.66,TO,T101,46593,AETV POWER STATION,2013-01,1985.0746268656717,46185,tas
49910,46185,AETV Power Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,,1.33,TO,T101,46593,AETV POWER STATION,2013-01,992.5373134328358,46185,tas
49911,46185,AETV Power Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,,1.33,TO,T101,46593,AETV POWER STATION,2013-01,992.5373134328358,46185,tas
