Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Document Date,Quantity in L,SH_Customer No,state
64809,FACTOR UTB O & M PTY LTD,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",,1.0,BOX,W300,62640,Acacia Prison,2019-08,1000.0,64809,sa
65144,LACTOS PTY. LTD.,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2019-11,4.0,BOX,T309,65144,LACTOS PTY. LTD.,2019-11,4000.0,65144,tas
32087,ZILZIE WINES PTY LTD,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2020-04,10.0,BOX,V114,32087,ZILZIE WINES PTY LTD,2020-02,10000.0,32087,vic
1876,E.P. ROBINSON PTY. LIMITED,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2020-03,4.0,BOX,V114,1876,E.P. ROBINSON PTY. LIMITED,2020-03,4000.0,1876,vic
51637,Treasury Wine Estates Australia Lim,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2020-05,1.0,BOX,V114,51637,Treasury Wine Estates Australia Lim,2020-05,1000.0,51637,sa
65777,Alto Water Environmental,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2020-06,6.0,BOX,V114,65820,Alto Valves+Fittings NT,2020-06,6000.0,,
65868,DGL Environmental Pty Ltd,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2020-07,16.0,BOX,V114,65868,DGL Environmental Pty Ltd,2020-07,16000.0,,
66144,Lactos Pty Ltd - WCB,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2020-09,1.0,BOX,T309,66144,Lactos Pty Ltd - WCB,2020-09,1000.0,,
64632,Booth Transport - Strathmerton,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2020-10,1.0,BOX,V114,64632,Booth Transport - Strathmerton,2020-10,1000.0,64632,vic
66176,GEO Remediation Company Pty Ltd,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2020-10,1.0,BOX,V114,66257,Orica Yarraville (GemRemCo),2020-10,1000.0,,
66495,Pyrocal Pty Ltd,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2021-01,4.0,BOX,Q336,66495,Pyrocal Pty Ltd,2021-01,4000.0,,
66498,Streamwisedi Pty Ltd,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2021-01,2.0,BOX,V114,63780,Nestle,2021-01,2000.0,,
